,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
47,600111.XSHG,600111,北方稀土,XSHG,2019-12-12,10.1,10.1,10.14,10.35,10.14,10.27,42931553,440139596,25674,0.0118,1,37311587820,37311587820,0.0168,56.0594,60.6791,3.9116,1,10.252
48,600111.XSHG,600111,北方稀土,XSHG,2019-12-13,10.27,10.27,10.2,10.32,10.17,10.3,40531080,415597267,25611,0.0112,1,37420579800,37420579800,0.0029,56.2231,60.8564,3.9231,1,10.254
49,600111.XSHG,600111,北方稀土,XSHG,2019-12-16,10.3,10.3,10.25,10.44,10.2,10.44,45097852,465269598,29179,0.0124,1,37929209040,37929209040,0.0136,56.9873,61.6835,3.9764,1,10.317
50,600111.XSHG,600111,北方稀土,XSHG,2019-12-17,10.44,10.44,10.48,10.81,10.44,10.69,81104112,862650413,49851,0.0223,1,38837475540,38837475540,0.0239,58.352,63.1606,4.0716,1,10.636
51,600111.XSHG,600111,北方稀土,XSHG,2019-12-18,10.69,10.69,10.7,10.83,10.58,10.61,57294901,611873179,34938,0.0158,1,38546830260,38546830260,-0.0075,57.9153,62.688,4.0411,1,10.679
52,600111.XSHG,600111,北方稀土,XSHG,2019-12-19,10.61,10.61,10.65,10.65,10.52,10.57,29272272,309308271,20780,0.0081,1,38401507620,38401507620,-0.0038,57.6969,62.4516,4.0259,1,10.567
53,600111.XSHG,600111,北方稀土,XSHG,2019-12-20,10.57,10.57,10.6,10.61,10.39,10.39,31837067,333554881,20547,0.0088,1,37747555740,37747555740,-0.017,56.7144,61.3881,3.9574,1,10.477
54,600111.XSHG,600111,北方稀土,XSHG,2019-12-23,10.39,10.39,10.38,10.51,10.25,10.28,28501133,296092165,19123,0.0078,1,37347918480,37347918480,-0.0106,56.114,60.7382,3.9155,1,10.389
55,600111.XSHG,600111,北方稀土,XSHG,2019-12-24,10.28,10.28,10.29,10.65,10.29,10.57,41586862,436088601,23782,0.0114,1,38401507620,38401507620,0.0282,57.6969,62.4516,4.0259,1,10.486
56,600111.XSHG,600111,北方稀土,XSHG,2019-12-25,10.57,10.57,10.57,10.6,10.45,10.48,26255837,276020652,16022,0.0072,1,38074531680,38074531680,-0.0085,57.2057,61.9199,3.9916,1,10.513
57,600111.XSHG,600111,北方稀土,XSHG,2019-12-26,10.48,10.48,10.49,10.58,10.4,10.53,21241838,223071819,12684,0.0058,1,38256184980,38256184980,0.0048,57.4786,62.2153,4.0107,1,10.502
58,600111.XSHG,600111,北方稀土,XSHG,2019-12-27,10.53,10.53,10.54,11.18,10.54,10.84,108871029,1184150401,65907,0.03,1,39382435440,39382435440,0.0294,59.1707,64.0469,4.1287,1,10.877
59,600111.XSHG,600111,北方稀土,XSHG,2019-12-30,10.84,10.84,10.81,10.94,10.61,10.91,55589235,601390352,31081,0.0153,1,39636750060,39636750060,0.0065,59.5528,64.4605,4.1554,1,10.818
