,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
38,600111.XSHG,600111,北方稀土,XSHG,2020-08-21,13.2,13.2,13.24,13.32,12.7,12.93,101252011,1313376829,73483,0.0279,1,46975543380,46975543380,-0.0205,69.2418,71.5734,4.7472,1,12.971
39,600111.XSHG,600111,北方稀土,XSHG,2020-08-24,12.93,12.93,12.95,13.13,12.56,13.1,67423211,865686648,51404,0.0186,1,47593164600,47593164600,0.0131,70.1522,72.5145,4.8096,1,12.84
40,600111.XSHG,600111,北方稀土,XSHG,2020-08-25,13.1,13.1,13.15,13.19,12.57,12.65,96787450,1241631231,70033,0.0266,1,45958284900,45958284900,-0.0344,67.7424,70.0235,4.6444,1,12.828
41,600111.XSHG,600111,北方稀土,XSHG,2020-08-26,12.65,12.65,12.56,12.73,12.08,12.17,89972436,1110189438,60966,0.0248,1,44214413220,44214413220,-0.0379,65.1719,67.3665,4.4681,1,12.339
42,600111.XSHG,600111,北方稀土,XSHG,2020-08-27,12.17,12.17,12.24,12.35,12.1,12.3,62174001,760270085,37730,0.0171,1,44686711800,44686711800,0.0107,65.8681,68.0861,4.5159,1,12.228
43,600111.XSHG,600111,北方稀土,XSHG,2020-08-28,12.3,12.3,12.2,12.54,12.0,12.47,64704048,799314932,40895,0.0178,1,45304333020,45304333020,0.0138,66.7784,69.0271,4.5783,1,12.353
44,600111.XSHG,600111,北方稀土,XSHG,2020-08-31,12.47,12.47,12.49,12.77,12.35,12.35,67591969,847756218,44927,0.0186,1,44868365100,44868365100,-0.0096,66.1358,68.3629,4.5342,1,12.542
45,600111.XSHG,600111,北方稀土,XSHG,2020-09-01,12.35,12.35,12.28,12.59,12.24,12.52,48614467,605314752,31283,0.0134,1,45485986320,45485986320,0.0138,67.0462,69.3039,4.5966,1,12.451
46,600111.XSHG,600111,北方稀土,XSHG,2020-09-02,12.52,12.52,12.44,12.47,12.12,12.23,62993277,771665811,43069,0.0173,1,44432397180,44432397180,-0.0232,65.4932,67.6986,4.4902,1,12.25
47,600111.XSHG,600111,北方稀土,XSHG,2020-09-03,12.23,12.23,12.19,12.3,12.01,12.08,48095960,583113228,33536,0.0132,1,43887437280,43887437280,-0.0123,64.6899,66.8683,4.4351,1,12.124
48,600111.XSHG,600111,北方稀土,XSHG,2020-09-04,12.08,12.08,11.88,11.99,11.81,11.95,43233486,514388483,30828,0.0119,1,43415138700,43415138700,-0.0108,63.9938,66.1487,4.3874,1,11.898
49,600111.XSHG,600111,北方稀土,XSHG,2020-09-07,11.95,11.95,11.92,12.18,11.66,11.69,51786531,617815460,35763,0.0143,1,42470541540,42470541540,-0.0218,62.6014,64.7095,4.2919,1,11.93
50,600111.XSHG,600111,北方稀土,XSHG,2020-09-08,11.69,11.69,11.71,11.87,11.62,11.79,44163708,519114652,27233,0.0122,1,42833848140,42833848140,0.0086,63.1369,65.263,4.3286,1,11.754
51,600111.XSHG,600111,北方稀土,XSHG,2020-09-09,11.79,11.79,11.58,11.69,11.32,11.36,55960224,641812049,38079,0.0154,1,41271629760,41271629760,-0.0365,60.8342,62.8828,4.1707,1,11.469
52,600111.XSHG,600111,北方稀土,XSHG,2020-09-10,11.36,11.36,11.46,11.53,11.15,11.33,57009536,648472993,34480,0.0157,1,41162637780,41162637780,-0.0026,60.6736,62.7167,4.1597,1,11.375
53,600111.XSHG,600111,北方稀土,XSHG,2020-09-11,11.33,11.33,11.3,11.46,11.21,11.43,38761911,440208256,23435,0.0107,1,41525944380,41525944380,0.0088,61.2091,63.2703,4.1964,1,11.357
54,600111.XSHG,600111,北方稀土,XSHG,2020-09-14,11.43,11.43,11.44,11.72,11.41,11.61,51626693,597616387,29257,0.0142,1,42179896260,42179896260,0.0157,62.173,64.2666,4.2625,1,11.576
55,600111.XSHG,600111,北方稀土,XSHG,2020-09-15,11.61,11.61,11.6,11.6,11.36,11.5,30338656,347722625,19761,0.0084,1,41780259000,41780259000,-0.0095,61.584,63.6577,4.2221,1,11.461
56,600111.XSHG,600111,北方稀土,XSHG,2020-09-16,11.5,11.5,11.47,11.47,11.28,11.36,27327993,310287641,18717,0.0075,1,41271629760,41271629760,-0.0122,60.8342,62.8828,4.1707,1,11.354
57,600111.XSHG,600111,北方稀土,XSHG,2020-09-17,11.36,11.36,11.32,11.47,11.23,11.39,28464624,323057034,19790,0.0078,1,41380621740,41380621740,0.0026,60.9949,63.0488,4.1818,1,11.349
58,600111.XSHG,600111,北方稀土,XSHG,2020-09-18,11.39,11.39,11.33,11.77,11.32,11.69,53018732,612659021,32591,0.0146,1,42470541540,42470541540,0.0263,62.6014,64.7095,4.2919,1,11.556
59,600111.XSHG,600111,北方稀土,XSHG,2020-09-21,11.69,11.69,11.67,11.78,11.55,11.58,40392089,470969573,22832,0.0111,1,42070904280,42070904280,-0.0094,62.0124,64.1006,4.2515,1,11.66
60,600111.XSHG,600111,北方稀土,XSHG,2020-09-22,11.58,11.58,11.4,11.44,11.2,11.24,36409140,412339461,25129,0.01,1,40835661840,40835661840,-0.0294,60.1916,62.2185,4.1267,1,11.325
61,600111.XSHG,600111,北方稀土,XSHG,2020-09-23,11.24,11.24,11.34,11.53,11.3,11.35,34115949,389112643,21831,0.0094,1,41235299100,41235299100,0.0098,60.7807,62.8274,4.1671,1,11.406
62,600111.XSHG,600111,北方稀土,XSHG,2020-09-24,11.35,11.35,11.19,11.22,10.96,11.01,39832068,440920617,30203,0.011,1,40000056660,40000056660,-0.03,58.9599,60.9454,4.0422,1,11.069
63,600111.XSHG,600111,北方稀土,XSHG,2020-09-25,11.01,11.01,11.0,11.1,10.76,10.81,33325642,362226029,22593,0.0092,1,39273443460,39273443460,-0.0182,57.8889,59.8383,3.9688,1,10.869
64,600111.XSHG,600111,北方稀土,XSHG,2020-09-28,10.81,10.81,10.83,10.87,10.71,10.74,20881796,225122185,15083,0.0057,1,39019128840,39019128840,-0.0065,57.5141,59.4508,3.9431,1,10.781
65,600111.XSHG,600111,北方稀土,XSHG,2020-09-29,10.74,10.74,10.8,10.89,10.78,10.8,19624091,212595333,14284,0.0054,1,39237112800,39237112800,0.0056,57.8354,59.7829,3.9651,1,10.833
66,600111.XSHG,600111,北方稀土,XSHG,2020-09-30,10.8,10.8,10.83,10.85,10.68,10.74,21007870,225906571,14156,0.0058,1,39019128840,39019128840,-0.0056,57.5141,59.4508,3.9431,1,10.753
